DES_ID_x,Euclid_ID_x,IDSURVEY,zHD,zHDERR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_LOGsSFR_ERR,HOST_COLOR,HOST_COLOR_ERR,logmass,logmass_err,MATCH,disk_sersic_sersic_index,disk_sersic_sersic_index_err,phz_pp_median_sfhage,phz_pp_mode_sfhage,phz_pp_68_sfhage,phz_pp_median_sfhtimescale,phz_pp_mode_sfhtimescale,phz_pp_68_sfhtimescale,phz_pp_median_sfr,phz_pp_mode_sfr,phz_pp_68_sfr,phz_pp_median_stellarmass,phz_pp_mode_stellarmass,phz_pp_68_stellarmass,phz_pp_median_stellarmetallicity,phz_pp_mode_stellarmetallicity,phz_pp_68_stellarmetallicity,galaxyclass,sfhtype,imf
1280790,-5.14806E+17,10,0.63211,0.00192,10.394,0.014,0.596,0.263,-9.785,0.26771,1.056,-999,10.394,0.014,FALSE,,,2.503968477,4.884310246,"[0.26964810490608215,4.884310245513916]",0.704352796,0.7068066,"[0.10495965927839279,4.5619611740112305]",0.542637289,-0.308403015,"[-0.3109990358352661,1.254760503768921]",10.38419628,10.38679218,"[10.32795238494873,10.482725143432617]",0.857554018,1.132743478,"[0.29247283935546875,1.1502563953399658]",-99,-99,-99
1335432,-5.15501E+17,10,0.42692,0.00174,10.229,0.014,0.494,0.268,-9.706,0.27002,0.895,-999,10.229,0.014,FALSE,,,1.742099166,1.742099166,"[1.2591171264648438,1.8549778461456299]",4.194149494,4.194149494,"[0.5573028922080994,4.194149494171143]",1.61674571,1.61674571,"[1.21636164188385,1.6167457103729248]",10.43502045,10.43502045,"[10.350428581237793,10.460421562194824]",0.618777871,0.618777871,"[0.618777871131897,1.2660272121429443]",-99,-99,-99
1644180,-5.15574E+17,10,0.61154,0.0019,11.003,0.015,1.001,0.296,-9.983,0.29762,0.966,-999,11.003,0.015,FALSE,,,,,"[NaN,NaN]",,,"[NaN,NaN]",,,"[NaN,NaN]",,,"[NaN,NaN]",,,"[NaN,NaN]",-1,-1,-1
1261259,-5.15587E+17,10,0.52723,0.00183,10.125,0.011,0.495,0.009,-9.623,0.0210238,0.504,-999,10.125,0.011,FALSE,,,1.266321659,1.266321659,"[1.2663216590881348,1.2663216590881348]",3.839616299,3.839616299,"[3.839616298675537,3.839616298675537]",1.364197731,1.364197731,"[1.3641977310180664,1.3641977310180664]",10.04669094,10.04669094,"[10.046690940856934,10.096173286437988]",1.825688958,1.825688958,"[1.8256889581680298,1.8256889581680298]",-99,-99,-99
1313057,-5.16473E+17,10,0.33754,0.00167,10.375,0.012,0.63,0.02,-9.732,0.0256125,1.223,-999,10.375,0.012,TRUE,,,2.647355795,1.589647412,"[1.5896474123001099,6.190202236175537]",17.35443115,7.172626972,"[7.172626972198486,24.953344345092773]",1.922512174,2.07102108,"[1.6295605897903442,2.07102108001709]",10.86392117,10.82942581,"[10.829425811767578,10.957194328308105]",1.72354424,1.423865199,"[1.4238651990890503,1.84430730342865]",-99,-99,-99
1261587,-5.16581E+17,10,0.65387,0.00193,10.2,0.041,-0.979,9.021,-11.157,9.02131,1.325,-999,10.2,0.041,FALSE,,,1.600815654,5.15955925,"[1.279707670211792,2.2321982383728027]",0.049513474,1.672545314,"[0.015477525070309639,0.19729959964752197]",-7.809467316,0.54535377,"[-28.773820877075195,0.07337453961372375]",10.03205776,10.23722935,"[9.997821807861328,10.16204833984375]",1.612217188,0.116362318,"[0.5571669936180115,1.910719633102417]",-99,-99,-99
1303699,-5.16584E+17,10,0.79547,0.00206,11.613,0.007,-1.534,0.197,-13.095,0.19791,1.199,-999,11.613,0.007,FALSE,,,2.739420652,2.302785158,"[2.3027851581573486,4.219410419464111]",0.037832007,0.037832007,"[0.020832672715187073,0.06922419369220734]",-19.92345428,-19.92177582,"[-79.81849670410156,-9.001523971557617]",11.41061401,11.35615444,"[11.356154441833496,11.461097717285156]",1.124121547,1.88880682,"[1.0129954814910889,1.8888068199157715]",-99,-99,-99
1474020,-5.17497E+17,10,0.54148,0.00184,9.446,0.026,1.221,0.003,-8.198,0.003,0.328,-999,9.446,0.026,FALSE,,,0.800647497,1.862663031,"[0.337253212928772,1.8626630306243896]",0.261892974,14.531106,"[0.05526624619960785,14.531105995178223]",0.565505385,0.605163217,"[0.22392311692237854,0.6139861345291138]",9.438136101,9.410336494,"[9.38525390625,9.514344215393066]",0.45818758,0.45818758,"[0.2929896414279938,1.2500109672546387]",-99,-99,-99
1316626,-5.17519E+17,10,0.61601,0.0019,9.932,0.034,0.474,0.584,-9.45,0.59105,1.03,-999,9.932,0.034,FALSE,,,3.906099319,0.022017442,"[0.02422243356704712,8.620879173278809]",1.242194176,0.045332432,"[0.07077714055776596,2.4486382007598877]",-0.238586485,2.194277525,"[-0.7588199973106384,2.220855712890625]",9.477041245,10.14780426,"[9.276019096374512,10.171844482421875]",0.558219016,1.848656178,"[0.1981327086687088,1.9304938316345215]",-99,-99,-99
1334707,-5.17765E+17,10,0.64922,0.00193,9.025,0.012,0.751,0.321,-8.253,0.32249,-0.256,-999,9.025,0.012,FALSE,,,0.2297052,0.218126357,"[0.11543692648410797,0.7232494354248047]",0.838933408,0.246804669,"[0.24680466949939728,6.800931930541992]",-0.978413701,-0.916894674,"[-1.10724937915802,-0.9168946743011475]",7.166665077,7.167196274,"[6.980428695678711,7.365547180175781]",1.439906478,1.577541709,"[1.0425399541854858,1.577541708946228]",-99,-99,-99
1339217,-5.17912E+17,10,0.33191,0.00167,9.879,0.001,1.647,0,-8.198,0,0.314,-999,9.879,0.001,TRUE,,,0.367466122,0.367466122,"[0.09267330914735794,4.4043707847595215]",5.071216106,16.75271034,"[0.024279164150357246,16.752710342407227]",1.640429616,1.640429616,"[0.8404031991958618,1.7385512590408325]",9.834537506,9.834537506,"[9.638181686401367,10.089109420776367]",1.388702869,1.955830455,"[0.581875741481781,1.955830454826355]",-99,-99,-99
1655086,-5.17943E+17,10,0.42781,0.00174,8.853,0.018,0.623,0.441,-8.198,0.44394,0.212,-999,8.853,0.018,FALSE,,,0.380268782,0.641334593,"[0.16130651533603668,1.962674856185913]",0.097441256,0.156882405,"[0.018304260447621346,1.9587575197219849]",0.215450346,0.082215369,"[-0.07280486822128296,0.4157830476760864]",9.028272629,9.117886543,"[8.938392639160156,9.117886543273926]",0.741275907,1.168154955,"[0.35633549094200134,1.3117421865463257]",-99,-99,-99
1297465,-5.17948E+17,10,0.27784,0.00162,10.013,0.012,0.762,0.47,-9.235,0.47013,0.835,-999,10.013,0.012,TRUE,,,3.891403913,4.406768799,"[1.304701328277588,4.406768798828125]",1.176673651,1.176673651,"[0.32709407806396484,4.096467018127441]",-0.083365329,-0.083365329,"[-0.8707103133201599,0.49131959676742554]",9.710849762,9.710849762,"[9.12254810333252,9.83726978302002]",1.494771719,1.494771719,"[0.4057998061180115,1.7390367984771729]",-99,-99,-99
1295527,-5.17998E+17,10,0.88491,0.00213,10.906,0.01,1.045,0.168,-9.836,0.17141,0.769,-999,10.906,0.01,FALSE,,,3.853061199,3.853061199,"[0.28460636734962463,5.576676368713379]",2.31683445,4.622312546,"[0.5520793199539185,4.622312545776367]",1.560646772,1.560646772,"[1.0713746547698975,2.1648616790771484]",10.7483263,10.7483263,"[10.359159469604492,10.890766143798828]",1.095213532,0.995477319,"[0.20951826870441437,1.5238227844238281]",-99,-99,-99
1504139,-5.1806E+17,10,0.55644,0.00185,10.867,0.015,0.793,0.023,-10.078,0.0803617,0.814,-999,10.867,0.015,TRUE,,,0.017500218,0.017500218,"[0.017500218003988266,0.017500218003988266]",27.58802414,27.58802414,"[27.588024139404297,27.588024139404297]",3.213343143,3.213343143,"[3.2133431434631348,3.2133431434631348]",11.1789465,11.1789465,"[11.178946495056152,11.178946495056152]",1.4392097,1.4392097,"[1.4392096996307373,1.4392096996307373]",-99,-99,-99
1297501,-5.1839E+17,10,0.21492,0.00157,9.467,0.007,1.238,0.015,-8.198,0.015,0.315,-999,9.467,0.007,TRUE,,,2.818249226,1.800696373,"[1.1283748149871826,6.21225118637085]",1.821521759,0.38813144,"[0.22520215809345245,9.564169883728027]",0.204051197,-0.002161905,"[-0.0021619051694869995,0.608538031578064]",9.644042015,9.644042015,"[9.588683128356934,9.807206153869629]",1.015747547,1.015747547,"[0.19762778282165527,1.0256588459014893]",-99,-99,-99
1923155,-5.18658E+17,10,0.39201,0.00171,9.444,0.013,0.857,0.101,-8.593,0.10756,0.411,-999,9.444,0.013,FALSE,,,1.666090488,0.179642364,"[0.2450105845928192,5.227375030517578]",1.121163726,0.034430694,"[0.03832843154668808,9.818699836730957]",0.390026659,1.085155249,"[0.14803388714790344,0.9168781638145447]",9.477924347,9.460755348,"[9.328392028808594,9.562508583068848]",1.242014527,1.597121835,"[0.7916746139526367,1.612459421157837]",-99,-99,-99
1433114,-5.18896E+17,10,0.68438,0.00196,11.102,0.009,0.912,0.454,-10.196,0.45697,1.495,-999,11.102,0.009,TRUE,,,6.404811859,3.323754549,"[3.3237545490264893,7.909239292144775]",0.043057617,0.014145588,"[0.01414558757096529,0.42257052659988403]",-35.87992096,-93.32518005,"[-93.32518005371094,-4.241288661956787]",11.16854954,11.01981926,"[11.022356033325195,11.191085815429688]",1.496682048,1.846946716,"[1.122820258140564,1.8469467163085938]",-99,-99,-99
1904300,-5.18981E+17,10,0.91082,0.00216,10.859,0.02,0.036,0.107,-10.781,0.107,1.033,-999,10.859,0.02,FALSE,,,2.625084877,3.109240294,"[0.5510334372520447,5.286273956298828]",0.90100497,0.90100497,"[0.37641090154647827,2.6015286445617676]",1.711299896,1.471321583,"[1.1250802278518677,2.320674419403076]",11.00242615,11.04675579,"[10.918203353881836,11.074875831604004]",0.179514363,0.16194807,"[0.1619480699300766,0.5490294694900513]",-99,-99,-99
1257228,-5.19538E+17,10,1.02433,0.00226,9.741,0.015,0.918,0.208,-8.823,0.23624,0.002,-999,9.741,0.015,FALSE,,,2.046113968,2.545933723,"[0.6057546138763428,2.982858657836914]",1.966595054,0.743603289,"[0.5798322558403015,10.565820693969727]",0.902507186,0.496398807,"[0.5002192258834839,1.2686861753463745]",9.9037714,9.993199348,"[9.744134902954102,10.007412910461426]",0.542495787,0.381879747,"[0.25172674655914307,0.8727947473526001]",-99,-99,-99
1332819,-5.19649E+17,10,0.3418,0.00167,10.748,0.007,0.978,0.15,-9.759,0.15241,1.241,-999,10.748,0.007,TRUE,,,3.088612556,3.088612556,"[2.161911725997925,3.0886125564575195]",0.929990411,0.929990411,"[0.9299904108047485,3.9082298278808594]",1.428699374,1.428699374,"[1.4286993741989136,1.985543131828308]",10.98709965,10.98709965,"[10.905328750610352,10.987099647521973]",1.135583162,1.135583162,"[0.5520010590553284,1.1355831623077393]",-99,-99,-99
1346628,-5.19785E+17,10,0.53191,0.00183,11.037,0.017,1.064,0.352,-10.137,0.39047,1.16,-999,11.037,0.017,TRUE,,,4.80883503,4.80883503,"[4.808835029602051,4.808835029602051]",5.739683628,5.739683628,"[5.739683628082275,5.739683628082275]",1.723210335,1.723210335,"[1.723210334777832,1.723210334777832]",10.99504662,10.99504662,"[10.995046615600586,10.995046615600586]",0.826692224,0.826692224,"[0.8266922235488892,0.8266922235488892]",-99,-99,-99
1343759,-5.1979E+17,10,0.50617,0.00181,9.399,0.015,1.351,0.076,-8.042,0.0817068,0.19,-999,9.399,0.015,FALSE,,,1.773530841,2.073336124,"[0.8440552949905396,3.1471781730651855]",3.762114525,0.95685631,"[0.8460325002670288,17.640283584594727]",0.458502114,0.239849508,"[0.2600611746311188,0.7394092679023743]",9.406083107,9.406083107,"[9.302446365356445,9.496683120727539]",1.344627976,1.173664331,"[0.9784786105155945,1.7287333011627197]",-99,-99,-99
1581017,-5.19858E+17,10,0.83813,0.00209,10.909,0.015,-5.889,1.668,-16.788,1.6729,1.163,-999,10.909,0.015,FALSE,,,4.672009945,5.279684544,"[2.7394206523895264,5.279684543609619]",0.053400751,0.125781894,"[0.016740484163165092,0.12578189373016357]",-13.48165226,-13.07099056,"[-112.71076965332031,-9.812797546386719]",11.13136673,11.14331245,"[10.985251426696777,11.149124145507812]",0.769381106,0.686752439,"[0.686752438545227,1.1241215467453003]",-99,-99,-99
1257646,-5.19948E+17,10,0.84094,0.0021,10.937,0.027,0.134,10.134,-10.781,10.1342,1.553,-999,10.937,0.027,FALSE,,,2.397558928,0.011986715,"[0.013127226382493973,2.8812620639801025]",0.069224194,0.13693358,"[0.020832672715187073,0.4557117521762848]",-9.854284286,2.885806799,"[-49.76319885253906,2.8858067989349365]",10.92114353,10.86328888,"[10.863288879394531,10.943751335144043]",1.310517073,1.005086422,"[1.0050864219665527,1.8067338466644287]",-99,-99,-99
1295550,-5.20035E+17,10,0.8727,0.00212,9.905,0.002,1.339,0,-8.572,0,-0.065,-999,9.905,0.002,FALSE,,,5.203978062,5.203978062,"[5.203978061676025,5.437340259552002]",31.12292862,31.12292862,"[3.3770744800567627,31.122928619384766]",1.843434095,1.843434095,"[1.6071436405181885,1.8434340953826904]",11.04823875,11.04823875,"[11.026874542236328,11.050431251525879]",1.790360689,1.790360689,"[1.1875299215316772,1.790360689163208]",-99,-99,-99
1290007,-5.20248E+17,10,0.43112,0.00175,9.859,0.013,1.189,0.064,-8.684,0.087046,0.523,-999,9.859,0.013,FALSE,,,2.088722706,2.088722706,"[0.7209257483482361,4.638967990875244]",1.457707524,3.663514853,"[0.5267452597618103,3.6635148525238037]",0.978853405,0.978853405,"[0.2025783360004425,1.1659932136535645]",9.889192581,9.889192581,"[9.818029403686523,10.050056457519531]",0.720659614,0.720659614,"[0.6189347505569458,0.8179225325584412]",-99,-99,-99
1290176,-5.20355E+17,10,0.7953,0.00206,10.472,0.017,-0.249,6.458,-10.734,6.45894,1.144,-999,10.472,0.017,FALSE,,,1.961079717,2.692855597,"[1.337038516998291,2.6928555965423584]",0.074756376,0.531952262,"[0.02553837187588215,0.21921569108963013]",-7.089179993,0.544054449,"[-20.373775482177734,-0.8260052800178528]",10.38085365,10.45867348,"[10.289406776428223,10.424241065979004]",0.76325804,0.322854787,"[0.5538236498832703,1.0984737873077393]",-99,-99,-99
1300912,-5.20382E+17,10,0.3378,0.00167,9.59,0.014,0.954,0.264,-8.621,0.26605,0.457,-999,9.59,0.014,TRUE,,,1.10040164,1.0613482,"[0.7039600610733032,4.872209072113037]",0.328008026,0.328008026,"[0.150093212723732,3.750873327255249]",0.445972443,0.53463006,"[-0.021561935544013977,0.5346300601959229]",9.620223045,9.620223045,"[9.559831619262695,9.863797187805176]",0.241081759,0.218356788,"[0.18089434504508972,0.6598259210586548]",-99,-99,-99
1315974,-5.20426E+17,10,0.81174,0.00207,10.786,0.02,1.505,0.269,-9.274,0.27102,0.767,-999,10.786,0.02,FALSE,,,6.927562714,6.927562714,"[2.905646324157715,6.927562713623047]",6.964054108,6.964054108,"[1.1215718984603882,6.964054107666016]",1.505632043,1.505632043,"[1.4573278427124023,1.5056320428848267]",10.93920326,10.93920326,"[10.821462631225586,10.939203262329102]",0.614998877,0.614998877,"[0.6149988770484924,0.8950378894805908]",-99,-99,-99
1280762,-5.20461E+17,10,0.62617,0.00191,9.276,0.018,1.032,0.503,-8.253,0.50589,0.149,-999,9.276,0.018,FALSE,,,1.206872702,0.032911971,"[0.171024888753891,4.654208660125732]",2.012472153,2.55070591,"[0.17560544610023499,9.877640724182129]",0.429667294,1.834737659,"[-0.06751322746276855,0.8288910984992981]",9.162630081,9.786902428,"[8.88925552368164,9.347362518310547]",0.978755474,0.114553221,"[0.31677326560020447,1.3713370561599731]",-99,-99,-99
1289600,-5.20479E+17,10,0.41962,0.00174,9.451,0.005,1.26,0.092,-8.198,0.0961665,0.208,-999,9.451,0.005,FALSE,,,2.355100393,2.417649746,"[1.0744390487670898,3.4633147716522217]",0.871758759,0.871758759,"[0.1934325098991394,1.5976431369781494]",0.034749061,0.37132436,"[-0.4200175106525421,0.6630942225456238]",9.467370033,9.716477394,"[9.324798583984375,9.716477394104004]",0.929217279,0.966703117,"[0.5227423310279846,1.0504233837127686]",-99,-99,-99
1817265,-5.20504E+17,10,0.87998,0.00213,10.42,0.01,0.634,0.166,-9.785,0.17426,0.941,-999,10.42,0.01,FALSE,,,0.05342466,0.041880816,"[0.03707324340939522,0.1132536381483078]",1.073170781,0.016556773,"[0.03770085796713829,9.522441864013672]",2.350234032,2.511274338,"[2.019953489303589,2.5112743377685547]",10.27774715,10.4285183,"[9.97614574432373,10.428518295288086]",1.752985239,1.922492862,"[1.0695422887802124,1.9333962202072144]",-99,-99,-99
1337541,-5.20504E+17,10,1.05479,0.00229,10.827,0.009,2.376,0,-8.459,0,0.511,-999,10.827,0.009,FALSE,,,0.111598134,0.060704675,"[0.06070467457175255,0.21279948949813843]",0.05271551,0.01800237,"[0.01800237037241459,0.43883395195007324]",2.878383875,2.878383875,"[2.7991461753845215,2.9013257026672363]",10.80848026,10.78493118,"[10.784931182861328,10.851790428161621]",1.423214912,0.725603759,"[0.7256037592887878,1.6450542211532593]",-99,-99,-99
1330350,-5.20641E+17,10,0.76303,0.00203,10.99,0.004,0.573,0.095,-10.421,0.10878,1.641,-999,10.99,0.004,FALSE,,,3.228049517,4.815732479,"[0.9180936217308044,4.815732479095459]",0.653000653,0.862710834,"[0.1568792313337326,0.8627108335494995]",0.712767363,0.573043287,"[0.5728198289871216,1.0563998222351074]",10.79142189,10.86410999,"[10.699485778808594,10.864109992980957]",0.338176608,0.338176608,"[0.12677395343780518,0.5619862079620361]",-99,-99,-99
1324685,-5.20685E+17,10,0.54183,0.00184,10.087,0.016,0.564,0.277,-9.537,0.2813,0.759,-999,10.087,0.016,FALSE,,,0.062334117,0.044949878,"[0.028989160433411598,4.75604248046875]",0.408397615,0.016264783,"[0.016264783218503,4.081977367401123]",2.559577703,2.834132195,"[0.37236031889915466,2.834132194519043]",10.49789619,10.74867535,"[9.98029899597168,10.748675346374512]",1.457565069,1.723823428,"[1.0815231800079346,1.7238234281539917]",-99,-99,-99
1259667,-5.20691E+17,10,0.65871,0.00194,10.095,0.017,0.663,0.311,-9.445,0.3423,0.686,-999,10.095,0.017,FALSE,,,2.242156744,4.415766716,"[0.6590169072151184,4.415766716003418]",1.862733483,12.80492115,"[0.9336077570915222,12.80492115020752]",1.080506563,1.080506563,"[-0.3427027463912964,1.572378158569336]",10.18064213,10.24978065,"[9.3048095703125,10.249780654907227]",0.895815015,0.947747946,"[0.21083562076091766,1.4231061935424805]",-99,-99,-99
1872097,-5.20909E+17,10,0.84132,0.0021,11.519,0.056,0.664,5.959,-10.842,5.96299,1.607,-999,11.519,0.056,FALSE,,,5.952682018,6.563646317,"[3.443420886993408,6.56364631652832]",0.040710706,0.011365802,"[0.011365802027285099,0.24772582948207855]",-61.97483826,-240.065094,"[-240.06509399414062,-5.469674110412598]",11.58061028,11.6163311,"[11.457357406616211,11.616331100463867]",0.769381106,0.582256436,"[0.5822564363479614,0.8708844780921936]",-99,-99,-99
1326273,-5.21172E+17,10,0.56949,0.00186,8.761,0.032,-0.123,0.057,-8.895,0.16891,-0.092,-999,8.761,0.032,FALSE,,,0.089446545,0.019357247,"[0.015556267462670803,0.18190696835517883]",0.524844944,0.013329546,"[0.02420833148062229,6.417866230010986]",1.262122631,1.262122631,"[0.13052749633789062,1.6918632984161377]",9.212934494,9.212934494,"[8.495150566101074,9.604915618896484]",1.332340002,1.963605404,"[0.43547379970550537,1.8802220821380615]",-99,-99,-99
1448122,-5.21272E+17,10,0.57688,0.00187,9.592,0.066,0.209,0.025,-9.413,0.0480208,0.348,-999,9.592,0.066,FALSE,,,2.045832157,7.15579319,"[0.9235759377479553,4.262514591217041]",0.628186941,16.6986866,"[0.20789873600006104,14.967219352722168]",0.239510387,0.158892691,"[-0.07791358977556229,0.46585434675216675]",9.420674324,9.520819664,"[9.369902610778809,9.520819664001465]",0.60957253,0.60957253,"[0.3326553702354431,1.4487450122833252]",-99,-99,-99
1293783,-5.21309E+17,10,0.32874,0.00166,11.041,0.007,0.353,0.206,-10.86,0.28229,1.478,-999,11.041,0.007,FALSE,,,10.64173222,10.64173222,"[10.641732215881348,10.641732215881348]",0.07320746,0.07320746,"[0.07320746034383774,0.07320746034383774]",-57.04387283,-57.04387283,"[-57.04387283325195,-57.04387283325195]",11.1161499,11.1161499,"[11.11614990234375,11.11614990234375]",0.868688107,0.868688107,"[0.8686881065368652,0.8686881065368652]",-99,-99,-99
1332614,-5.21318E+17,10,0.51856,0.00182,10.395,0.008,0.549,0.052,-9.836,0.0656049,1.293,-999,10.395,0.008,FALSE,,,0.077713408,0.077713408,"[0.03703749552369118,0.12564584612846375]",0.395588905,0.64358592,"[0.04441696032881737,12.820919036865234]",3.07682848,3.07682848,"[2.931741237640381,3.172651767730713]",10.99493217,10.99493217,"[10.872167587280273,11.078369140625]",1.304592848,1.304592848,"[0.47128236293792725,1.7258583307266235]",-99,-99,-99
1250852,-5.2149E+17,10,0.77725,0.00204,10.393,0.013,0.743,0.587,-9.633,0.59256,1.161,-999,10.393,0.013,FALSE,,,0.334695011,0.017088264,"[0.017088264226913452,3.5500094890594482]",1.39113915,0.129716143,"[0.12971614301204681,17.592998504638672]",1.739656806,2.194086552,"[1.0719618797302246,2.1940865516662598]",10.08117771,10.15761089,"[9.837214469909668,10.331482887268066]",1.077220678,1.895056725,"[0.6648761630058289,1.8950567245483398]",-99,-99,-99
1264039,-5.21543E+17,10,0.4246,0.00174,9.162,0.012,0.557,0.264,-8.594,0.28375,0.213,-999,9.162,0.012,FALSE,,,0.032230593,0.032230593,"[0.02916688844561577,0.032230593264102936]",2.293819904,2.293819904,"[0.8998443484306335,2.2938199043273926]",0.462812662,0.462812662,"[0.44448673725128174,0.4628126621246338]",8.41435051,8.41435051,"[8.397812843322754,8.414350509643555]",0.490629762,0.490629762,"[0.49062976241111755,0.7093063592910767]",-99,-99,-99
1302187,-5.2162E+17,10,0.21942,0.00158,9.467,0.003,2.066,0,-7.398,0,0.005,-999,9.467,0.003,FALSE,,,1.928900957,1.928900957,"[1.928900957107544,1.928900957107544]",0.283409417,0.283409417,"[0.2834094166755676,0.2834094166755676]",0.692538381,0.692538381,"[0.6925383806228638,0.6925383806228638]",10.95768261,10.95768261,"[10.957682609558105,10.957682609558105]",1.818841577,1.818841577,"[1.818841576576233,1.818841576576233]",-99,-99,-99
1304442,-5.21632E+17,10,0.21711,0.00158,9.274,0.002,1.042,0.072,-8.198,0.072,0.33,-999,9.274,0.002,TRUE,,,0.704401612,0.704401612,"[0.275356262922287,0.7044016122817993]",0.05115699,0.05115699,"[0.051156990230083466,3.366898775100708]",-2.820053339,-2.820053339,"[-2.8200533390045166,1.6222456693649292]",9.077388763,9.077388763,"[9.077388763427734,9.732071876525879]",1.907425165,1.907425165,"[1.1876041889190674,1.9074251651763916]",-99,-99,-99
1293789,-5.21686E+17,10,0.42857,0.00174,10.606,0.029,-0.157,0.692,-10.811,0.70038,1.236,-999,10.606,0.029,FALSE,,,1.766773343,1.766773343,"[1.7667733430862427,2.5089945793151855]",0.201410905,0.201410905,"[0.14687640964984894,0.2014109045267105]",-0.326534927,-0.326534927,"[-3.610349178314209,0.01423114538192749]",10.50467873,10.50467873,"[10.329015731811523,10.528969764709473]",1.807878137,1.807878137,"[0.8602651953697205,1.8078781366348267]",-99,-99,-99
1618042,-5.21867E+17,10,0.42893,0.00174,10.474,0.051,1.493,0.012,-8.925,0.0398497,0.566,-999,10.474,0.051,TRUE,,,8.495037079,8.495037079,"[8.495037078857422,8.495037078857422]",5.681834698,5.681834698,"[5.681834697723389,5.681834697723389]",0.864957094,0.864957094,"[0.8649570941925049,0.8649570941925049]",10.45098114,10.45098114,"[10.450981140136719,10.450981140136719]",0.285765767,0.285765767,"[0.28576576709747314,0.28576576709747314]",-99,-99,-99
1271436,-5.22022E+17,10,0.79511,0.00206,11.366,0.026,1.621,0.823,-9.683,0.82388,1.115,-999,11.366,0.026,TRUE,,,3.013559341,3.013559341,"[3.013559341430664,3.013559341430664]",0.364708632,0.364708632,"[0.36470863223075867,0.36470863223075867]",0.369458556,0.369458556,"[0.36945855617523193,0.3697882890701294]",11.28354073,11.28354073,"[11.283540725708008,11.283870697021484]",1.092046142,1.092046142,"[1.0920461416244507,1.0920461416244507]",-99,-99,-99
1551083,-5.22085E+17,10,0.80301,0.00206,9.284,0.013,1.212,0.39,-8.075,0.39474,-0.105,-999,9.284,0.013,FALSE,,,0.406809926,0.406809926,"[0.1720876544713974,1.9816733598709106]",0.690498531,1.454086781,"[0.03688240796327591,10.556852340698242]",0.984423935,1.094184518,"[0.6679706573486328,1.0941845178604126]",9.448592186,9.350056648,"[9.333492279052734,9.542892456054688]",0.491677195,0.482501835,"[0.1499142050743103,0.7365259528160095]",-99,-99,-99
1302359,-5.22102E+17,10,0.25308,0.0016,10.956,0.03,0.851,0.15,-10.137,0.17545,1.264,-999,10.956,0.03,FALSE,,,2.945866346,2.945866346,"[2.945866346359253,2.945866346359253]",0.581564069,0.581564069,"[0.5815640687942505,0.5815640687942505]",1.137654543,1.137654543,"[1.1376545429229736,1.1376545429229736]",11.09969521,11.09969521,"[11.099695205688477,11.099695205688477]",1.036802173,1.036802173,"[1.0368021726608276,1.0368021726608276]",-99,-99,-99
1900865,-5.2214E+17,10,0.45405,0.00177,10.854,0.006,1.306,0.289,-9.537,0.29088,1.081,-999,10.854,0.006,TRUE,,,0.010358535,0.010358535,"[0.010358534753322601,0.011235138401389122]",0.014659593,0.014659593,"[0.014659592881798744,0.3291291296482086]",3.007860899,3.007860899,"[2.9661431312561035,3.0078608989715576]",10.98500347,10.98500347,"[10.983532905578613,10.985003471374512]",1.358793259,1.358793259,"[1.3587932586669922,1.3587932586669922]",-99,-99,-99
1370402,-5.22183E+17,10,0.64766,0.00193,10.002,0.027,-0.498,7.942,-10.519,7.94243,1.219,-999,10.002,0.027,FALSE,,,2.906727552,0.011845893,"[0.01184589322656393,5.02357816696167]",0.113830015,5.997275829,"[0.014325191266834736,0.7694713473320007]",-10.31648445,2.138942957,"[-57.03197479248047,2.1042120456695557]",10.07963467,10.11484718,"[9.863475799560547,10.11635971069336]",0.732100904,1.580333352,"[0.3494352698326111,1.5803333520889282]",-99,-99,-99
1297580,-5.22212E+17,10,0.63561,0.00192,10.539,0.039,0.214,0.621,-10.354,0.63156,1.304,-999,10.539,0.039,FALSE,,,3.805538893,6.725724697,"[2.0000975131988525,6.725724697113037]",0.094100296,0.018604347,"[0.018604347482323647,0.3796747922897339]",-8.986252785,-149.0678558,"[-65.79407501220703,0.366970956325531]",10.56882191,10.7068634,"[10.464741706848145,10.681943893432617]",0.473130375,0.31780684,"[0.31780683994293213,1.5088404417037964]",-99,-99,-99
1817269,-5.2229E+17,10,0.53009,0.00183,9.593,0.059,0.182,0.027,-9.567,0.0381838,0.468,-999,9.593,0.059,FALSE,,,1.882521629,1.089078784,"[1.0890787839889526,3.404937505722046]",4.697926044,4.697926044,"[0.09118678420782089,19.58036231994629]",0.518692374,0.815132141,"[-2.7568016052246094,0.8067840933799744]",9.431259155,9.431259155,"[8.796843528747559,9.59726619720459]",1.209872007,1.128352761,"[0.8015770316123962,1.5072669982910156]",-99,-99,-99
1896213,-5.2233E+17,10,0.68688,0.00196,11.078,0.025,-0.499,9.501,-11.587,9.50129,1.487,-999,11.078,0.025,TRUE,,,1.504771352,1.5034343,"[1.5034343004226685,2.4173498153686523]",0.015556589,0.010944414,"[0.01094441395252943,0.17415042221546173]",-50.25033951,-50.25033951,"[-50.25447463989258,-1.6204986572265625]",11.08392143,11.08392143,"[11.083921432495117,11.127016067504883]",1.444278479,1.444278479,"[1.0205674171447754,1.4442784786224365]",-99,-99,-99
