Euclid_ID,DES_ID,DDLR,HOST_DDLR,right_ascension,declination,HOST_RA,HOST_DEC,SN_RA,SN_DEC
-551606475293826990,1302027,0.8862039083327303,0.593,55.16064758626349,-29.38269907577587,55.160618,-29.382671,55.160553,-29.382549
-549675228294661026,1896244,0.4341679245637107,0.49,54.967522807605,-29.466102694261227,54.96751,-29.466063,54.96743,-29.465937
-526151017273998619,1945100,2.4103968661313275,0.932,52.6151017102251,-27.399861934253,52.615055,-27.399786,52.614922,-27.399656
-526693282276903413,1290593,1.2178103213450178,0.921,52.66932829385942,-27.69034135706052,52.6693,-27.69029,52.669548,-27.690344
-529102654276962380,1826039,1.0693697587523217,1.132,52.9102654584534,-27.69623807134157,52.910221,-27.696194,52.910095,-27.696438
-529714862275729817,1303722,1.072380562591966,1.045,52.9714862692842,-27.57298178724416,52.97147,-27.572937,52.971146,-27.572849
-529802850277127841,1339246,7.981423929967261,3.457,52.98028507514783,-27.71278419183698,52.980255,-27.712732,52.980213,-27.713514
-529468018275462569,1257602,1.3445493450988857,1.644,52.94680186362325,-27.546256908689458,52.946781,-27.546215,52.94643,-27.546074
-529290231277309150,1256596,0.6097571994613786,0.233,52.929023118776975,-27.73091508589527,52.929001,-27.730846,52.929066,-27.730841
-526811445273898226,1295794,0.9254312973755128,1.262,52.681144588650746,-27.38982267651618,52.681114,-27.389771,52.681576,-27.389782
-528224355276667365,1833564,1.164290449110721,0.829,52.82243552213535,-27.666736571215875,52.822403,-27.66667,52.822266,-27.666786
-547310279291251243,1559124,1.3635007525034777,1.56,54.73102794143594,-29.12512431380833,54.731014,-29.125076,54.731361,-29.125114
-545910407288856313,1835110,1.215666331409502,1.227,54.59104074036078,-28.885631339110983,54.591019,-28.885574,54.590889,-28.885368
-545866859275570527,1252513,0.256571448462101,0.391,54.58668593088581,-27.557052792783328,54.586636,-27.557007,54.586571,-27.557074
-523424803277327018,1250882,0.6824848466785929,0.781,52.34248038589513,-27.73270185420477,52.342525,-27.732635,52.342468,-27.73279
-542032153276771739,1891261,1.0885671267296486,0.516,54.20321531075858,-27.677173990568264,54.203171,-27.677132,54.20298,-27.677126
-546102173275418976,1315818,2.9982050235566424,0.238,54.61021730916532,-27.541897610693937,54.610168,-27.541847,54.610172,-27.541802
-539123552274103915,1330964,1.3500577906958455,1.321,53.91235527306139,-27.410391503088547,53.912296,-27.410366,53.912453,-27.409948
-539479025276338174,1330533,0.6013420267530912,0.285,53.9479025264219,-27.633817487668377,53.947861,-27.633768,53.947941,-27.633751
-546982381272942555,1432027,0.9638216550629016,0.762,54.698238103127856,-27.29425553186348,54.698223,-27.294216,54.698093,-27.293657
-523700360284626253,1308589,0.9638141175068664,0.437,52.37003609600607,-28.46262538101865,52.369991,-28.462612,52.369988,-28.462507
-543467306278567814,1723034,0.2360259218762576,0.179,54.34673066577966,-27.85678144919071,54.346664,-27.856716,54.346748,-27.856699
-522212014287359800,1297580,3.0135834347759016,0.212,52.22120143566151,-28.73598001690185,52.22113,-28.735949,52.221073,-28.735945
-531507079289628957,1595127,1.7103916835493074,1.642,53.15070791899408,-28.962895704106657,53.1507,-28.962879,53.150955,-28.963417
-528834305288001530,1261233,1.2844311798149337,0.856,52.88343054584841,-28.80015303962481,52.883373,-28.800106,52.883198,-28.800205
-522832345284632528,1277715,1.4331775104243794,0.985,52.28323454198695,-28.46325289549573,52.283127,-28.463232,52.283291,-28.462946
-522693676284026133,1895233,0.9883305079266548,0.518,52.26936761149442,-28.40261332339484,52.269329,-28.402563,52.269379,-28.402449
-520247825284049227,1290007,1.2482561713947562,1.007,52.02478252107686,-28.40492271403163,52.02475,-28.404896,52.025013,-28.404818
-519648908287077174,1332819,0.5182096573977254,0.256,51.96489089815186,-28.70771744480185,51.964836,-28.707684,51.964768,-28.707645
-527460457282211312,1252183,1.0985390634850076,0.134,52.74604574494811,-28.22113122771468,52.74601,-28.221079,52.745983,-28.221069
-540549837283950341,1297353,1.7962038013498314,1.276,54.05498372368565,-28.395034134487243,54.05492,-28.394947,54.054771,-28.395136
-527261795278941140,1264606,1.2340111901723636,1.13,52.72617955245178,-27.894114026110568,52.726147,-27.894068,52.726551,-27.894114
-535468303293741469,1304777,1.3478816970255405,3.438,53.54683039051536,-29.374146958304287,53.546795,-29.374111,53.544529,-29.374083
-531409888277967180,1332747,0.870863256251329,0.479,53.14098881812643,-27.79671801328976,53.140968,-27.796667,53.140884,-27.796587
-532234700282145588,1309870,1.8895633872752269,1.597,53.22347004371215,-28.214558852304528,53.223431,-28.214508,53.223663,-28.214186
-534583070294706137,1702096,1.1431021983099945,1.073,53.45830709564238,-29.470613768266265,53.458267,-29.470592,53.458302,-29.470303
-537958513285322374,1887027,1.713566289587688,2.808,53.795851363557375,-28.53223744706911,53.79583,-28.532192,53.796448,-28.530863
-528838506281706554,1257587,14.169933589552084,0.57,52.88385061241576,-28.170655426550944,52.883854,-28.170618,52.884262,-28.170683
-517519139285359191,1316626,0.9141777018696032,0.318,51.7519139616559,-28.53591916430037,51.751858,-28.535896,51.751804,-28.53587
-517947823278225511,1297465,1.079755504444564,1.186,51.794782330957936,-27.82255116620841,51.794724,-27.822512,51.795311,-27.822104
-517497135281632132,1474020,0.5020682910961952,0.179,51.74971358130797,-28.16321323829624,51.749657,-28.163149,51.749641,-28.163183
-516583798278956164,1303699,0.2322784703799426,0.356,51.6583798993384,-27.89561646209657,51.658554,-27.895477,51.65831,-27.89559
-520478743278629332,1289600,1.0142873663533232,0.686,52.047874388790376,-27.862933287703783,52.047855,-27.862896,52.047657,-27.862852
